nursery,forgery,messy,ˈnərsəri,ˈfɔrʤəri,ˈmɛsi
generation,association,inconvenience,ˌʤɛnərˈeɪʃən,əˌsoʊʃiˈeɪʃən,ˌɪnkənˈvinjəns
opportunity,opportunities,wreck,ˌɑpərˈtunəti,ˌɑpərˈtunəti,rɛk
footnote,overcoat,forestry,ˈfʊtˌnoʊt,ˈoʊvərˌkoʊt,ˈfɔrəstri
wasting,equating,prevent,ˈweɪstɪŋ,ɪkˈweɪtɪŋ,prɪˈvɛnt
europe,insurance,boyhood,ˈjʊrəp,ˌɪnˈʃʊrəns,ˈbɔɪˌhʊd
weird,record,android,wɪrd,ˈrɛkə,ˈænˌdrɔɪd
electricity,complicity,genre,ɪˌlɛkˈtrɪsəti,kəmˈplɪsɪti,ˈʒɑnrə
messy,genovesi,pressure,ˈmɛsi,ˌʤɛnoʊˈvɛsi,ˈprɛʃər
denney,many,prisoner,ˈdɛni,ˈmɛni,ˈprɪzənər
uncertainty,pharmacy,ceaseless,ənˈsərtənti,ˈfɑrməsi,ˈsislɪs
abate,hate,programme,əˈbeɪt,heɪ,ˈproʊˌgræm
brother,rather,dilution,ˈbrəðər,ˈrəðə,dɪˈluʃən
prison,given,twins,ˈprɪzən,ˈgɪvɪ,twɪnz
enlisted,lifted,thyme,ˌɛnˈlɪstɪd,ˈlɪftɪ,θaɪm
arranger,danger,owl,ərˈeɪnʤər,ˈdeɪnʤə,aʊl
bloke,choke,vegetarian,bloʊk,ʧoʊ,ˌvɛʤəˈtɛˌriən
confer,admire,dignity,kənˈfər,ædˈmaɪr,ˈdɪgnəti
lawyer bush,push,lord,ˈlɔjər bʊʃ,pʊʃ,lɔrd
shy,sky,shut,ʃaɪ,skaɪ,ʃət
liar,wire,profession,laɪər,waɪər,prəˈfɛʃən
kill,chill,adjoining,kɪl,ʧɪl,əˈʤɔɪnɪŋ
mere,adhere,raisin,mɪr,əˈdhɪr,ˈreɪzɪn
busy,fuzzy,pottery,ˈbɪzi,ˈfəzi,ˈpɑtəri
toad,workload,humorous,toʊd,ˈwərˌkloʊd,ˈhjumərəs
repeat,defeat,takeover,rɪˈpit,dɪˈfit,ˈteɪˌkoʊvər
email,nail,payee,iˈmeɪl,neɪ,peɪi
identify,guy,insolence,aɪˈdɛntəˌfaɪ,gaɪ,ˈɪnsələns
emotion,handwoven,asparagus,ˈiˌmoʊʃən,ˈhænˈwoʊvən,əˈspɛrəgəs
no,go,catalog,noʊ,goʊ,ˈkætəlɔg
raptor,factor,listening,ˈræptər,ˈfæktər,ˈlɪsənɪŋ
couchette,undress,unequaled,ˌkuˈʃɛt,ənˈdrɛ,əˈnikˌwəld
equip,rip,wok,ɪkˈwɪp,rɪp,wɑk
pathetic,genetics,aluminium,pəˈθɛtɪk,ʤəˈnɛtɪks,ˌæˈljumɪnəm
pipeline,decline,printer,ˈpaɪˌplaɪn,dɪˈklaɪ,ˈprɪnər
rooster,stupor,branch,ˈrustər,ˈstupər,brænʧ
ariana,banana,crooked,ɑriˈænə,bəˈnænə,ˈkrʊkəd
ziller,killer,pointless,ˈzɪlər,ˈkɪlə,ˈpɔɪntləs
pretend,revenge,wealth,priˈtɛnd,riˈvɛnʤ,wɛlθ
vacation,radiation,sweep,veɪˈkeɪʃən,ˌreɪdiˈeɪʃə,swip
strife,nightlife,sentiment,straɪf,ˈnaɪˌtlaɪ,ˈsɛnəmənt
pier,mere,beastie,pɪr,mɪr,ˈbisti
today,maintain,darn,təˈdeɪ,meɪnˈteɪ,dɑrn
care,despair,baritone,kɛr,dɪˈspɛr,ˈbɛrəˌtoʊn
park,burke,airport,pɑrk,bə,ˈɛrˌpɔrt
heed,need,suggestion,hid,ni,səˈʤɛsʧən
nail,cocktail,observatory,neɪl,ˈkɑkˌteɪ,əbˈzərvəˌtɔri
castle,handle,volleyball,ˈkæsəl,ˈhændəl,ˈvɑliˌbɔl
actually,balcony,cobweb,ˈæˌkʧuəli,ˈbælkəni,ˈkɑbˌwɛb
felon,velvet,arrival,ˈfɛlən,ˈvɛlvət,ərˈaɪvəl
instrumental,kettle,compass,ˌɪnstrəˈmɛnəl,ˈkɛtə,ˈkəmpəs
faith,eighth,mature,feɪθ,eɪ,məˈʧʊr
jar,par,shanty,ʤɑr,pɑ,ˈʃænti
bark,piece of work,obtainable,bɑrk,pis əv wə,əbˈteɪnəbəl
fitting,willing,omega,ˈfɪtɪŋ,ˈwɪlɪŋ,oʊˈmɛgə
might,site,diploma,maɪt,saɪt,dɪˈploʊmɑ
crib,blip,opportunity,krɪb,blɪp,ˌɑpərˈtunəti
connive,dive,e-book,kəˈnaɪv,daɪv,i bʊk
qualify,butterfly,mercury,kˈwɑləˌfaɪ,ˈbətərˌflaɪ,ˈmərkjəri
limo,inno,overview,ˈlɪmoʊ,ˈɪnoʊ,ˈoʊvərvˌju
wildwood,dogwood,shy,ˈwaɪldˌwʊd,ˈdɔgˌwʊ,ʃaɪ
son,pun,clasp,sən,pə,klæsp
rhythm,serum,counter-force,ˈrɪðəm,ˈsɪrə,ˈkaʊntər fɔrs
whisper,winter,chew,ˈwɪspər,ˈwɪntər,ʧu
miss,chris,hydrofoil,mɪs,krɪs,ˈhaɪdrəˌfɔɪl
ander,answer,ink,ˈændər,ˈænsə,ɪŋk
thorp,sharp,saw,θɔrp,ʃɑ,sɔ
lamp,trailer camp,relate,læmp,ˈtreɪlər kæ,rɪˈleɪt
burst,rehearsed,steward,bərst,riˈhə,stuərd
wilted,melted,space,ˈwɪltɪd,ˈmɛltɪ,speɪs
automatic,status,curve,ˌɔtəˈmætɪk,ˈstætəs,kərv
voicemail,hallway,idiotic,ˈvɔɪsˌmeɪl,ˈhɔlˌweɪ,ˌɪdiˈɑtɪk
spoilage,voyage,trite,ˈspɔɪlɪʤ,vɔɪə,traɪt
butt joint,point,villa,bət ʤɔɪnt,pɔɪ,ˈvɪlə
jeans,dreams,church,ʤinz,dri,ʧərʧ
geter,letter,withhold,ˈgɛtər,ˈlɛtə,wɪθˈhoʊld
ab,slap,supply,æb,slæp,səˈplaɪ
witness,hit list,banker,ˈwɪtnəs,hɪt lɪ,ˈbæŋkər
fencing,ensign,awful,ˈfɛnsɪŋ,ˈɛnsə,ˈɔfəl
emerald,revel,gambling,ˈɛmərrəld,ˈrɛvə,ˈgæmbəlɪŋ
discover,gover,lantern,dɪˈskəvər,ˈgəvə,ˈlæntərn
allow,scow,standing,əˈlaʊ,skaʊ,ˈstændɪŋ
stage,sage,mango,steɪʤ,seɪ,ˈmæŋgoʊ
eating,seeing,suggestion,ˈitɪŋ,siɪ,səˈʤɛsʧən
mao tai,bowtie,eyelid,maʊ taɪ,ˈboʊtaɪ,ˈaɪˌlɪd
cavort,sort,cylinder,kəˈvɔrt,sɔ,ˈsɪlɪndər
comics,avionics,expansion,ˈkɑmɪks,ˌeɪviˈɑnɪ,ɪkˈspænʧən
tandem,miranda,bayou,ˈtændəm,mərˈændə,baɪu
dangerous,endangerment,wetland,ˈdeɪnʤərəs,ɛnˈdeɪnʤərmə,ˈwɛˌtlænd
sky,high,dramatic,skaɪ,haɪ,drəˈmætɪk
reward,card,normal,rɪˈwɔrd,kɑ,ˈnɔrməl
messy,preppy,dashing,ˈmɛsi,ˈprɛpi,ˈdæʃɪŋ
root,substitute,motel,rut,ˈsəbstəˌtut,moʊˈtɛl
disgusting,duckling,whimsical,dɪsˈgəstɪŋ,ˈdəklɪŋ,ˈwɪmzɪkəl
agree,spree,letter,əˈgri,spri,ˈlɛtər
singh,swing,pupa,sɪŋ,swɪŋ,ˈpjupə
bottom,forgotten,gaffe,ˈbɑtəm,fərˈgɑtə,gæf
million,jillian,loafer,ˈmɪljən,ˈʤɪljə,ˈloʊfər
beet,heat,figure,bit,hit,ˈfɪgjər
gold,foothold,show-stopper,goʊld,ˈfʊˌthoʊ,ʃoʊ ˈstɑpər
wack,rack,nuke,wæk,ræk,nuk
childe,build,snowstorm,ʧɪld,bɪld,sˈnoʊˌstɔrm
chance,finance,safety,ʧæns,ˈfaɪˌnæ,ˈseɪfti
meat,obsolete,geometry,mit,ˌɑbsəˈli,ʤiˈɑmətri
lampoon,raccoon,stain,læmˈpun,ræˈkun,steɪn
juice,induce,bat,ʤus,ˌɪnˈdu,bæt
fireman,norman,reminiscent,ˈfaɪrmən,ˈnɔrmə,ˌrɛməˈnɪsənt
forego,show,layer,fɔrˈgoʊ,ʃoʊ,leɪər
chain,reign,elixir,ʧeɪn,reɪ,ɪˈlɪksər
custis,justice,glue,ˈkəstɪs,ˈʤəstɪ,glu
dancing,glancing,cop,ˈdænsɪŋ,ˈglænsɪ,kɑp
release,achieve,patient,riˈlis,əˈʧi,ˈpeɪʃənt
example,amble,divorce,ɪgˈzæmpəl,ˈæmbəl,dɪˈvɔrs
concept,context,reservation,ˈkɑnsɛpt,ˈkɑntɛkst,ˌrɛzərˈveɪʃən
visible,miracle,amused,ˈvɪzəbəl,ˈmɪrəkəl,əmˈjuzd
awake,handshake,lark,əˈweɪk,ˈhændˌʃeɪ,lɑrk
flesh,thresh,antique,flɛʃ,θrɛ,ænˈtik
stare,wear,mouser,stɛr,wɛ,ˈmaʊzər
chic,cheek,redhead,ʃik,ʧi,ˈrɛˌdhɛd
habit,hobbit,weak,ˈhæbət,ˈhɔbɪ,wik
clan,caravan,registry,klæn,ˈkɛrəˌvæn,ˈrɛʤɪstri
rye,high,foolish,raɪ,haɪ,ˈfulɪʃ
strong,dong,vintner,strɔŋ,dɔ,ˈvɪntnər
beaver,meter,popularity,ˈbivər,ˈmitə,ˌpɑpjəˈlɛrəti
flat,rat,band,flæt,ræ,bænd
riding,poseidon,vertigo,ˈraɪdɪŋ,pəˈsaɪdən,ˈvərtɪˌgoʊ
pattern,platter,examine,ˈpætərn,ˈplætə,ɪgˈzæmɪn
structure,picture,follower,ˈstrəkʧər,ˈpɪkʧə,ˈfɑloʊər
sperm,worm,simple,spərm,wərm,ˈsɪmpəl
tide,stride,withdrawal,taɪd,straɪ,wɪθˈdrɔəl
heel,steal,boatload,hil,stil,ˈboʊˌtloʊd
branch,stanch,leash,brænʧ,stæ,liʃ
dust,distrust,warning,dəst,dɪˈstrə,ˈwɔrnɪŋ
fuel,approval,armoire,fjuəl,əˈpruvə,ˈɑmwɑr
grease,altarpiece,motorboat,gris,ˈɔltərˌpis,ˈmoʊtərˌboʊt
stomach,rumble,judgment,ˈstəmək,ˈrəmbəl,ˈʤəʤmənt
butter,gunner,ale,ˈbətər,ˈgənə,eɪl
tiny,riley,disadvantage,ˈtaɪni,ˈraɪli,ˌdɪsədˈvænɪʤ
tomorrow,plateau,deathwatch,təˈmɑˌroʊ,plæˈtoʊ,ˈdɛθˌwɑʧ
science,riot,dialect,saɪəns,raɪə,ˈdaɪəˌlɛkt
symantec,check,township,sɪˈmænˌtɛk,ʧɛ,ˈtaʊnʃɪp
legend,scheduled,asparagus,ˈlɛʤənd,ˈskɛʤʊld,əˈspɛrəgəs
tax deduction,destruction,marksman,tæks dɪˈdəkʃən,dɪˈstrəkʃən,ˈmɑrksmən
gleeful,peaceful,identify,ˈglifəl,ˈpisfə,aɪˈdɛntəˌfaɪ
import,part,belief,ˌɪmˈpɔrt,pɑrt,bɪˈlif
receive,halloween,e-mail,rɪˈsiv,ˌhæləˈwi,i meɪl
going,bowing,landmine,goʊɪŋ,boʊɪŋ,ˈlændˌmaɪn
pleasure,countermeasure,clue,ˈplɛʒər,ˈkaʊntərˌmɛʒər,klu
early,hurry,juicy,ˈərli,ˈhəri,ˈʤusi
photo,blow,hiring,ˈfoʊˌtoʊ,bloʊ,ˈhaɪrɪŋ
bring down,gown,disarm,brɪŋ daʊn,gaʊ,dɪˈsɑrm
muth,truth,wacky,muθ,truθ,ˈwæki
straight,freight,experiment,streɪt,freɪt,ɪkˈspɛrəmənt
monkey,funky,wriggle,ˈməŋki,ˈfəŋki,ˈrɪgəl
sweepstake,relate,mourn,sˈwipˌsteɪk,rɪˈleɪt,mɔrn
nothing,bussing,realign,ˈnəθɪŋ,ˈbəsɪ,riəˈlaɪn
dithering,whispering,creep,ˈdɪðərɪŋ,ˈwɪspərɪ,krip
discipline,citizen,banana,ˈdɪsəplən,ˈsɪtɪzən,bəˈnænə
controller,poker,movie,kənˈtroʊlər,ˈpoʊkə,ˈmuvi
outnumber,thunder,phobic,aʊtˈnəmbər,ˈθəndər,ˈfoʊbɪk
swayze,daisy,wholesaler,sˈweɪzi,ˈdeɪzi,ˈhoʊlˌseɪlər
board,nerd,lemur,bɔrd,nərd,ˈlimər
keep,reep,spat,kip,ri,spæt
feather,weathered,ketch,ˈfɛðər,ˈwɛðərd,kɛʧ
brigade,afraid,beech,brɪˈgeɪd,əˈfreɪd,biʧ
deeply,completely,bail,ˈdipli,kəmˈplitli,beɪl
give,corroborative,attach,gɪv,kərˈɑbərəˌtɪ,əˈtæʧ
laudable,impossible,sale,ˈlɔdəbəl,ˌɪmˈpɑsəbəl,seɪl
thermos,purpose,grocery,ˈθərməs,ˈpərpəs,ˈgroʊsəri
offering,clobbering,cement,ˈɔfərɪŋ,ˈklɑbərɪŋ,sɪˈmɛnt
availability,possibility,midline,əˌveɪləˈbɪlɪti,ˌpɑsəˈbɪləˌti,ˈmɪˌdlaɪn
smith,break with,monkey,smɪθ,breɪk wɪθ,ˈməŋki
silk,buttermilk,patient,sɪlk,ˈbətərˌmɪ,ˈpeɪʃənt
chair,lair,joke,ʧɛr,lɛ,ʤoʊk
afraid,crusade,warlike,əˈfreɪd,kruˈseɪd,ˈwɔˌrlaɪk
wish,blue catfish,ease,wɪʃ,blu ˈkætˌfɪʃ,iz
buckel,bucket,domain,ˈbəkəl,ˈbəkɪt,doʊˈmeɪn
realty,loyalty,doubter,ˈriəlˌti,ˈlɔɪəlti,ˈdaʊtər
autocrat,attack,footprint,ˈɔtəˌkræt,əˈtæ,ˈfʊtˌprɪnt
scaife,safe,regard,skeɪf,seɪ,rɪˈgɑrd
tank,hank,grant,tæŋk,hæ,grænt
shade,lade,gallery,ʃeɪd,leɪd,ˈgæləri
will,bill,ad,wɪl,bɪl,æd
distress,regret,risk,dɪˈstrɛs,rɪˈgrɛ,rɪsk
view,into,swan,vju,ˈɪntu,swɔn
alleviate,overweight,caramel,əˈliviˌeɪt,ˌoʊvərˈweɪt,ˈkɛrəməl
resistance,twisting,axiomatic,rɪˈzɪstəns,tˈwɪstɪ,ˌæksiəˈmætɪk
crookshank,thank,dramatic,ˈkrʊkˌʃæŋk,θæŋk,drəˈmætɪk
cord,conferred,cross-stitch,kɔrd,kənˈfərd,krɔs stɪʧ
rust,robust,reject,rəst,roʊˈbə,ˈriʤɛkt
caffeine,receipt,weather,kæˈfin,rɪˈsi,ˈwɛðər
magnet,bandit,machinery,ˈmægnət,ˈbændət,məˈʃinəri
student,buddha,warlock,ˈstudənt,ˈbudə,ˈwɔˌrlɔk
exit,helmet,pillow,ˈɛksət,ˈhɛlmət,ˈpɪloʊ
garden,hardship,predict,ˈgɑrdən,ˈhɑrdʃɪ,prɪˈdɪkt
flower,flowered,withdrawal,flaʊər,flaʊə,wɪθˈdrɔəl
drone,tone,till,droʊn,toʊ,tɪl
bear,bare,specify,bɛr,bɛr,ˈspɛsəˌfaɪ
gray,gainsay,impostor,greɪ,ˈgeɪnˌseɪ,ˌɪmˈpɔstər
dam,sam,slope,dæm,sæ,sloʊp
caulk,knock,legislation,kɔk,nɑ,ˌlɛʤəsˈleɪʃən
extend,lend,tummy,ɪkˈstɛnd,lɛnd,ˈtəmi
grand,banned,slow,grænd,bæ,sloʊ
certainty,hyperbole,retina,ˈsərtənti,haɪˈpərbəˌli,ˈrɛtənə
statistics,resistance,caravan,stəˈtɪstɪks,rɪˈzɪstəns,ˈkɛrəˌvæn
struggle,suttle,eel,ˈstrəgəl,ˈsətə,il
nutmeg,beg,cation,ˈnətˌmɛg,bɛ,kætaɪʌn
equal,steeple,sun,ˈikwəl,ˈstipə,sən
ere,prayer,heroine,ɛr,prɛr,ˈhɛroʊən
extreme,police,twist,ɪkˈstrim,pəˈli,twɪst
baggage,spanish,tolerance,ˈbægɪʤ,ˈspænɪ,ˈtɑlərəns
ceausescu,rescue,walkway,ʧaʊˈʧɛskju,ˈrɛskju,ˈwɔkˌweɪ
luck,shuck,contagion,lək,ʃək,kənˈteɪʤən
aside,landslide,watcher,əˈsaɪd,ˈlænsˌlaɪd,ˈwɑʧər
circulation,section,latitude,ˈsərkjəˌleɪʃən,ˈsɛkʃən,ˈlætəˌtud
student,judas,creditor,ˈstudənt,ˈʤudəs,ˈkrɛdɪtər
pothole,soul,increase,ˈpɑˌthoʊl,soʊ,ˌɪnˈkris
pier,transfer,radiator,pɪr,ˈtrænsfə,ˈreɪdiˌeɪtər
overhead,sled,rambunctious,ˈoʊvərˈhɛd,slɛd,ræmˈbəŋkʃəs
aggie,caddy,abuse,ˈægi,ˈkædi,əˈbjuz
will,still,implement,wɪl,stɪl,ˈɪmpləmənt
canada goose,loose,weasel,ˈkænədə gus,lus,ˈwizəl
expense,bence,inspiration,ɪkˈspɛns,bɛ,ˌɪnspərˈeɪʃən
rare,err,formula,rɛr,ɛr,ˈfɔrmjələ
igloo,issue,lime,ˈɪglu,ˈɪʃu,laɪm
community,jewelry,wafer,kəmˈjunɪti,ˈʤuəlri,ˈweɪfər
prize,arise,acceptable,praɪz,əraɪ,əkˈsɛptəbəl
strain,grain,watermelon,streɪn,greɪ,ˈwɔtərˌmɛlən
forehead,torrid,welcome,ˈfɔrhɛd,ˈtɔrəd,ˈwɛlkəm
slapstick,chick,mambo,sˈlæpˌstɪk,ʧɪk,ˈmɑmboʊ
hit,counterfeit,prickly,hɪt,ˈkaʊnərˌfɪt,ˈprɪkli
shave,new wave,hydrolysis,ʃeɪv,nu weɪv,haɪˈdrɑləsəs
bone,scone,verbalize,boʊn,skoʊn,ˈvərbəˌlaɪz
visual,invincible,zoo,ˈvɪʒəwəl,ˌɪnˈvɪnsəbə,zu
beaker,dealer,consulting,ˈbikər,ˈdilə,kənˈsəltɪŋ
brisky,misty,strobe,ˈbrɪski,ˈmɪsti,stroʊb
hourglass,fass,refund,ˈaʊərˌglæs,fæs,ˈriˌfənd
truth,youth,set,truθ,juθ,sɛt
kill,fulfill,magical,kɪl,fʊlˈfɪl,ˈmæʤɪkəl
music,stupid,killing,mˈjuzɪk,ˈstupɪ,ˈkɪlɪŋ
sewer,duer,bone,suər,duə,boʊn
indo,disco,crib,ˈɪndoʊ,ˈdɪskoʊ,krɪb
wavy,crazy,lesbian,ˈweɪvi,ˈkreɪzi,ˈlɛzbiən
relay,bay,forsake,ˈriˌleɪ,beɪ,fɔrˈseɪk
teal,feel,edger,til,fil,ˈɛʤər
aladdin,jasmine,insert,æˈlædɪn,ˈʤæzmɪn,ˌɪnˈsərt
centaur,temper,freak,ˈsɛnˌtɔr,ˈtɛmpə,frik
beside,sunshine,endive,ˌbiˈsaɪd,ˈsənˌʃaɪn,ˈɛndɪv
front,hunt,spicy,frənt,hənt,ˈspaɪsi
babin,cabin,uphold,ˈbæbɪn,ˈkæbən,əˈphoʊld
sort,boart,x-rated,sɔrt,bɔ,ɛks ˈreɪtɪd
discipline,middleton,wiseguy,ˈdɪsəplən,ˈmɪdəltən,ˈwaɪzˌgaɪ
card,bored,fishery,kɑrd,bɔrd,ˈfɪʃəri
score,tear,constraint,skɔr,tɪr,kənˈstreɪnt
sale,hail,reef,seɪl,heɪ,rif
gourmet,way,dickey,ˈgʊrˌmeɪ,weɪ,ˈdɪki
nest,zest,snob,nɛst,zɛ,snɑb
nose,pros,formal,noʊz,proʊz,ˈfɔrməl
redraft,fast,pomegranate,riˈdræft,fæ,ˌpɑməˈgrænət
embarrassed,rarest,jittery,ɪmˈbɛrəst,ˈrɛrə,ˈʤɪtəri
liquor,figure,yell,ˈlɪkər,ˈfɪgjər,jɛl
baker,homemaker,availability,ˈbeɪkər,ˈhoʊmˌmeɪkər,əˌveɪləˈbɪlɪti
sand,brand,vigorous,sænd,brænd,ˈvɪgərəs
work,berk,form,wərk,bərk,fɔrm
styling,hiding,parking,ˈstaɪlɪŋ,ˈhaɪdɪŋ,ˈpɑrkɪŋ
eye,indemnify,poem,aɪ,ˌɪnˈdɛmnəˌfaɪ,poʊəm
gift,mailing list,colt,gɪft,ˈmeɪlɪŋ lɪst,koʊlt
messy,chevy,sling,ˈmɛsi,ˈʧɛˌvi,slɪŋ
discotheque,cheque,adulthood,ˈdɪskoʊˌtɛk,ʧɛ,əˈdəlˌthʊd
fog,prague,spark,fɔg,prɑg,spɑrk
altar,calder,glen,ˈɔltər,ˈkɔldə,glɛn
stepchild,wild,beat,ˈstɛˌpʧaɪld,waɪ,bit
rheumatic,dramatic,processing,ruˈmætɪk,drəˈmætɪk,ˈprɑsɛsɪŋ
rely,shy,moustache,rɪˈlaɪ,ʃaɪ,ˈməˌstæʃ
stick,nick,crunch,stɪk,nɪ,krənʧ
piggy bank,rank,clank,ˈpɪgi bæŋk,ræŋk,klæŋk
caul,football,game,kɔl,ˈfʊtˌbɔl,geɪm
purchased,verdict,pinpoint,ˈpərʧəst,ˈvərdɪ,ˈpɪnˌpɔɪnt
conclusion,delusion,take,kənˈkluʒən,dɪˈluʒən,teɪk
golf links,glimpse,conversion,gɔlf lɪŋks,glɪmps,kənˈvərʒən
combining,lightning,carotene,kəmˈbaɪnɪŋ,ˈlaɪtnɪ,ˈkɛrəˌtin
zeal,feel,heyday,zil,fi,ˈheɪˌdeɪ
toe,blow,constant,toʊ,bloʊ,ˈkɑnstənt
newsprint,lemon mint,success,ˈnuzˌprɪnt,ˈlɛmən mɪ,səkˈsɛs
forehead,contorted,species,ˈfɔrhɛd,kənˈtɔrtə,ˈspiʃiz
saxon,action,portfolio,ˈsæksən,ˈækʃə,pɔrtˈfoʊliˌoʊ
back up,rub,thundering,bæk əp,rə,ˈθəndərɪŋ
combative,give,format,ˌkɑmˈbæˌtɪv,gɪv,ˈfɔrˌmæt
belligerence,ignorance,setting,bəˈlɪʤərəns,ˈɪgnərə,ˈsɛtɪŋ
pine finch,pinch,frog,paɪn fɪnʧ,pɪnʧ,frɑg
spread,thread,suv,sprɛd,θrɛ,ˌɛsˌjuˈvi
everest,favorite,validate,ˈɛvərəst,ˈfeɪvərɪ,ˈvælədeɪt
rob,shop,cashew,rɑb,ʃɑ,ˈkæˌʃu
closing,throwing,algorithm,ˈkloʊzɪŋ,θroʊɪŋ,ˈælgərˌɪðəm
lyrics,spirits,annoy,ˈlɪrɪks,ˈspɪrɪts,əˈnɔɪ
whale,shale,eyelids,weɪl,ʃeɪl,ˈaɪˌlɪdz
mandate,bait,gravitas,ˈmænˌdeɪt,beɪ,ˈgrævətəs
halasz,polish,beginner,ˈhɑləʃ,ˈpɑlɪ,bɪˈgɪnər
serve,normal curve,skullcap,sərv,ˈnɔrməl kə,ˈskəlˌkæp
array,sunday,co-producer,əreɪ,ˈsənˌdi,koʊ prəˈdusər
rare,swear,breakdown,rɛr,swɛ,ˈbreɪkˌdaʊn
town,gown,pigsty,taʊn,gaʊn,ˈpɪgˌstaɪ
rack,anorak,halloween,ræk,ˈænərˌæk,ˌhæləˈwin
tune,noon,loneliness,tun,nu,ˈloʊnlinəs
addled,muddled,month,ˈædəld,ˈmədə,mənθ
atop,chop,cartoon,əˈtɑp,ʧɑ,kɑrˈtun
mill,lil,segment,mɪl,lɪ,ˌsɛgˈmɛnt
fork,clark,unpack,fɔrk,klɑ,ənˈpæk
duet,collect,repeat,duˈɛt,kəˈlɛ,rɪˈpit
be,see,scarecrow,bi,si,ˈskærˌkroʊ
cram full,handful,debonair,kræm fʊl,ˈhændˌfʊ,ˌdɛbəˈnɛr
allot,apricot,assistant,əˈlɑt,ˈeɪprəˌkɑ,əˈsɪstənt
population,aberration,manipulate,ˌpɑpjəˈleɪʃən,ˌæbərˈeɪʃən,məˈnɪpjəˌleɪt
long,armstrong,sidewalk,lɔŋ,ˈɑrmˌstrɔ,ˈsaɪdˌwɔk
nyberg,iceberg,exultant,ˈnaɪbərg,ˈaɪsbə,ɪgˈzəltənt
stake,rattlesnake,frighten,steɪk,ˈrætəlsˌneɪ,ˈfraɪtən
ourself,shelf,attach,ɑrˈsɛlf,ʃɛ,əˈtæʧ
great,overweight,consult,greɪt,ˌoʊvərˈweɪt,kənˈsəlt
flight,white,clammy,flaɪt,waɪt,ˈklæmi
grind,nevermind,contention,graɪnd,ˈnɛvərˌmaɪ,kənˈtɛnʃən
lose,cruze,cheat,luz,kruz,ʧit
love child,wild,hostess,ləv ʧaɪld,waɪld,ˈhoʊstəs
dragon,bracken,pepper,ˈdrægən,ˈbrækə,ˈpɛpər
profit,offutt,parrot,ˈprɑfɪt,ˈɑfət,ˈpɛrət
suckle,struggle,questionable,ˈsəkəl,ˈstrəgə,kˈwɛsʧənəbəl
titanium,lawrencium,manor,taɪˈteɪniəm,lɔˈrɛnsiəm,ˈmænər
frill,bill,moody,frɪl,bɪl,ˈmudi
dish,rish,parameter,dɪʃ,rɪ,pərˈæmətər
amazon,lawn,advocate,ˈæməˌzɑn,lɔn,ˈædvəˌkeɪt
impression,accession,porcupine,ˌɪmˈprɛʃən,əkˈsɛʃə,ˈpɔrkjəˌpaɪn
mishmash,cash,damage,ˈmɪʃˌmæʃ,kæʃ,ˈdæmɪʤ
teacher,bleachers,heaven,ˈtiʧər,ˈbliʧərz,ˈhɛvən
see,wee,cover,si,wi,ˈkəvər
shade,trade,petition,ʃeɪd,treɪ,pəˈtɪʃən
avoided,poison,chalice,əˈvɔɪdɪd,ˈpɔɪzən,ˈʧælɪs
lure,cure,tv,lʊr,kjʊr,ˌtɛləˈvɪʒən
curve,swerve,buckwheat,kərv,swərv,ˈbəkˌwit
that,fat,columnist,ðət,fæ,ˈkɑləmnəst
bury,necessary,adoption,ˈbɛri,ˈnɛsəˌsɛri,əˈdɑpʃən
design,delight,update,dɪˈzaɪn,dɪˈlaɪt,ˈəpˌdeɪt
hutton,oven,outcome,ˈhətən,ˈəvə,ˈaʊtˌkəm
praise,phrase,chivalry,preɪz,freɪz,ˈʃɪvəlri
alibi,inside,virtue,ˈæləˌbaɪ,ˌɪnˈsaɪ,ˈvərʧu
affect,kept,patriot,əˈfɛkt,kɛpt,ˈpeɪtriət
revenge,amends,hostess,riˈvɛnʤ,əˈmɛ,ˈhoʊstəs
conclusion,reunion,playroom,kənˈkluʒən,riˈunjən,ˈpleɪˌrum
hyperbole,key,chronicle,haɪˈpərbəˌli,ki,ˈkrɑnɪkəl
due,ensue,surroundings,du,ɪnˈsu,sərˈaʊndɪŋz
miske,risk,pencil,mɪsk,rɪ,ˈpɛnsəl
speed,weed,voracious,spid,wid,vɔˈreɪʃəs
mitigate,date,polyester,ˈmɪtəˌgeɪt,deɪ,ˌpɑˌliˈɛstər
fly,clarify,dart,flaɪ,ˈklɛrəˌfaɪ,dɑrt
leaving,squealing,oak,ˈlivɪŋ,skˈwilɪ,oʊk
banana oil,spoil,armadillo,bəˈnænə ɔɪl,spɔɪl,ˌɑrməˈdɪloʊ
stench,hench,spill,stɛnʧ,hɛnʧ,spɪl
forestall,waterfall,suck,fɔrˈstɔl,ˈwɔtərˌfɔ,sək
jittery,mystery,flint,ˈʤɪtəri,ˈmɪstəri,flɪnt
goodbye,dry,misfit,ˌgʊdˈbaɪ,draɪ,ˈmɪsˌfɪt
crass,brass,armchair,kræs,bræ,ˈɑrmˌʧɛr
blame,flame,stable,bleɪm,fleɪm,ˈsteɪbəl
frolic,knowledge,appreciate,ˈfrɑlɪk,ˈnɑlɪʤ,əˈpriʃiˌeɪt
political,difficult,makeshift,pəˈlɪtɪkəl,ˈdɪfəkə,ˈmeɪkˌʃɪft
